USN,Department,Year,Skills_Already_Know,Proficiency_Already_Know,Skills_Currently_Learning,Proficiency_Currently_Learning,Skills_Want_To_Learn,Proficiency_Want_To_Learn,Total_Skills
1KG23AT003,Automobile,3,CAD; Powertrain; Engine Systems; Vehicle Dynamics; Automotive Design,5; 4; 5; 5; 5,MATLAB; Thermodynamics; SolidWorks,2; 3; 2,SQL; Project Management; Soil Mechanics; Concrete Design,2; 0; 1; 0,12
1KG23AT004,Automobile,4,Automotive Design; SolidWorks; MATLAB; CAD; Engine Systems,5; 5; 4; 4; 3,Thermodynamics; Powertrain; Vehicle Dynamics,2; 3; 2,Structural Analysis; Node.js; Java,0; 2; 1,11
1KG23AT005,Automobile,1,SolidWorks; Vehicle Dynamics; Powertrain; CAD,5; 4; 5; 5,Automotive Design; Thermodynamics; Engine Systems; MATLAB,2; 1; 3; 3,Process Control; Statistics; Soil Mechanics,2; 2; 1,11
1KG23AT006,Automobile,2,Powertrain; Vehicle Dynamics; Engine Systems; Automotive Design,5; 4; 5; 3,MATLAB; CAD; SolidWorks; Thermodynamics,1; 2; 3; 3,AI; Process Control,0; 1,10
1KG23AT007,Automobile,3,Powertrain; MATLAB; Vehicle Dynamics; Automotive Design,4; 4; 3; 3,Engine Systems; Thermodynamics,1; 1,Process Control; Git; Node.js,0; 0; 2,9
1KG23AT008,Automobile,4,Vehicle Dynamics; Automotive Design; Thermodynamics; Powertrain; Engine Systems,3; 3; 3; 5; 5,CAD; SolidWorks; MATLAB,1; 1; 3,Finite Element Analysis; CSS; Web Development,0; 0; 0,11
1KG23AT009,Automobile,1,Engine Systems; Automotive Design,5; 4,MATLAB; CAD,3; 3,Statistics; Project Management,0; 0,6
1KG23AT010,Automobile,2,CAD; Powertrain,3; 4,Thermodynamics; SolidWorks,1; 1,Surveying; NumPy; 3D Design,0; 2; 1,7
1KG23AT011,Automobile,3,Powertrain; CAD; Thermodynamics; SolidWorks; Engine Systems,3; 3; 5; 3; 4,Automotive Design; MATLAB,3; 2,SQL; AutoCAD,1; 2,9
1KG23AT012,Automobile,4,Engine Systems; Powertrain; Vehicle Dynamics; Automotive Design,4; 4; 4; 5,MATLAB; CAD; Thermodynamics,2; 2; 3,Docker; Python; Soil Mechanics,1; 0; 2,10
1KG23AT013,Automobile,1,Vehicle Dynamics; CAD; Automotive Design; Powertrain; Engine Systems,3; 3; 3; 4; 4,MATLAB; Thermodynamics,1; 3,SolidWorks; Deep Learning; Soil Mechanics,0; 2; 0,10
1KG23AT014,Automobile,2,Engine Systems; SolidWorks; Automotive Design,3; 5; 3,MATLAB; Thermodynamics; Vehicle Dynamics; CAD,1; 1; 2; 1,Databases; AI,0; 2,9
1KG23AT015,Automobile,3,Powertrain; Engine Systems; CAD; Vehicle Dynamics; Automotive Design,4; 3; 3; 3; 5,Thermodynamics; SolidWorks,3; 1,Organic Chemistry; Web Development,2; 1,9
1KG23AT016,Automobile,4,Automotive Design; Powertrain; Vehicle Dynamics; CAD,5; 4; 3; 5,Thermodynamics; MATLAB,1; 1,Project Management; Docker; Git,0; 2; 1,9
1KG23AT017,Automobile,1,Powertrain; SolidWorks; CAD; Engine Systems; Automotive Design; Vehicle Dynamics,3; 4; 5; 4; 3; 3,MATLAB; Thermodynamics,1; 1,Node.js; HTML; Manufacturing; AutoCAD,0; 2; 0; 0,12
1KG23AT018,Automobile,2,Engine Systems; Powertrain; Vehicle Dynamics; CAD,3; 4; 4; 4,SolidWorks; Thermodynamics; MATLAB; Automotive Design,1; 3; 3; 1,Web Development; CSS; Finite Element Analysis,2; 0; 0,11
1KG23AT019,Automobile,3,Powertrain; Engine Systems; CAD; Vehicle Dynamics; Automotive Design; MATLAB,5; 3; 5; 5; 5; 5,Thermodynamics; SolidWorks,1; 2,Revit; PyTorch; Concrete Design,2; 2; 1,11
1KG23AT020,Automobile,4,Vehicle Dynamics; Automotive Design; Thermodynamics; Engine Systems,4; 5; 3; 4,CAD; SolidWorks,1; 2,AI; C++,2; 1,8
1KG23AT021,Automobile,1,Vehicle Dynamics; Automotive Design; Powertrain; Engine Systems,5; 3; 3; 5,CAD; SolidWorks; MATLAB,2; 2; 3,GIS; PyTorch; Java; Data Visualization,2; 1; 1; 0,11
1KG23AT022,Automobile,2,Automotive Design; Engine Systems; Vehicle Dynamics; Powertrain; CAD; MATLAB,4; 4; 3; 5; 4; 3,Thermodynamics; SolidWorks,3; 1,Surveying; 3D Design; Finite Element Analysis,0; 0; 2,11
1KG23AT023,Automobile,3,Automotive Design; Powertrain,3; 4,SolidWorks; CAD; Vehicle Dynamics,3; 3; 2,Databases; Web Development,0; 2,7
1KG23AT024,Automobile,4,Engine Systems; Automotive Design; CAD,5; 4; 3,SolidWorks; MATLAB; Thermodynamics,1; 1; 1,Web Development; Scikit-learn; C++; React,0; 0; 0; 1,10
1KG23AT025,Automobile,1,SolidWorks; Powertrain; Engine Systems; Vehicle Dynamics; CAD; Automotive Design,4; 4; 3; 3; 4; 4,Thermodynamics; MATLAB,3; 2,Git; Organic Chemistry; Node.js,2; 2; 0,11
1KG23AT026,Automobile,2,Powertrain; Engine Systems,3; 3,Vehicle Dynamics; Automotive Design; CAD,1; 3; 2,Python; Node.js; Reaction Engineering,0; 2; 1,8
1KG23AT027,Automobile,3,MATLAB; Vehicle Dynamics; Engine Systems,5; 4; 3,Powertrain; SolidWorks; CAD,3; 1; 2,Separation Processes; NumPy; Python,0; 2; 1,9
1KG23AT028,Automobile,4,Thermodynamics; Engine Systems; Vehicle Dynamics; CAD; Powertrain; Automotive Design,3; 5; 5; 3; 5; 4,MATLAB; SolidWorks,3; 2,Finite Element Analysis; Machine Learning; Separation Processes; Web Development,0; 1; 2; 2,12
1KG23AT029,Automobile,1,Vehicle Dynamics; Thermodynamics; Automotive Design,4; 5; 4,Powertrain; SolidWorks,1; 2,Organic Chemistry; Revit; Node.js,1; 0; 2,8
1KG23AT030,Automobile,2,Powertrain; Engine Systems; MATLAB; CAD; Automotive Design,3; 4; 5; 5; 5,SolidWorks; Vehicle Dynamics; Thermodynamics,1; 3; 2,Reaction Engineering; Structural Analysis,2; 1,10
1KG23AT031,Automobile,3,MATLAB; Powertrain; Automotive Design; Engine Systems; SolidWorks,5; 3; 5; 5; 4,CAD; Vehicle Dynamics; Thermodynamics,1; 1; 1,PyTorch; Node.js,2; 2,10
1KG23AT032,Automobile,4,Powertrain; Vehicle Dynamics; CAD,4; 5; 5,Engine Systems; MATLAB; Automotive Design,1; 2; 1,SolidWorks; Java; Databases; Structural Analysis,1; 0; 0; 2,10
1KG23AT033,Automobile,1,Vehicle Dynamics; Powertrain,3; 3,CAD; Engine Systems; Thermodynamics,1; 2; 2,Java; MATLAB,1; 0,7
1KG23AT034,Automobile,2,Thermodynamics; Engine Systems; Vehicle Dynamics; Automotive Design; Powertrain; CAD,3; 3; 5; 5; 5; 5,SolidWorks; MATLAB,2; 2,3D Design; Node.js; Project Management; Docker,2; 1; 0; 0,12
1KG23AT035,Automobile,3,MATLAB; Vehicle Dynamics; Powertrain,3; 3; 3,Engine Systems; SolidWorks; Thermodynamics,3; 3; 1,C++; Surveying; Manufacturing,0; 1; 2,9
1KG23AT036,Automobile,4,Thermodynamics; MATLAB; Automotive Design; CAD; Engine Systems; Powertrain,3; 3; 5; 4; 4; 4,SolidWorks; Vehicle Dynamics,3; 1,Organic Chemistry; PyTorch; Manufacturing; Git,1; 1; 2; 0,12
1KG23AT037,Automobile,1,Powertrain; Engine Systems; Vehicle Dynamics; CAD; Automotive Design,3; 3; 4; 4; 3,SolidWorks; Thermodynamics; MATLAB,3; 2; 2,Excel; SQL,0; 1,10
1KG23AT038,Automobile,2,CAD; Engine Systems,3; 5,Automotive Design; Powertrain,3; 1,Manufacturing; MATLAB; Data Visualization; Databases,2; 2; 2; 0,8
1KG23AT039,Automobile,3,Engine Systems; CAD; Automotive Design; Powertrain; Vehicle Dynamics,4; 3; 3; 4; 3,MATLAB; Thermodynamics; SolidWorks,3; 1; 2,Git; Node.js,1; 1,10
1KG23AT040,Automobile,4,CAD; MATLAB; Vehicle Dynamics; Thermodynamics; Automotive Design,4; 5; 4; 4; 4,SolidWorks; Engine Systems; Powertrain,2; 3; 1,HTML; Surveying; Data Visualization,2; 0; 1,11
1KG23AT041,Automobile,1,Engine Systems; Vehicle Dynamics,3; 3,MATLAB; Automotive Design; Powertrain,1; 1; 1,TensorFlow; CSS; Node.js; Structural Analysis,1; 0; 0; 0,9
1KG23AT042,Automobile,2,Engine Systems; Automotive Design; Vehicle Dynamics; CAD,3; 3; 4; 3,Thermodynamics; Powertrain; SolidWorks; MATLAB,3; 3; 1; 3,Data Visualization; Scikit-learn; Excel,2; 1; 0,11
1KG23AT043,Automobile,3,Powertrain; CAD; Thermodynamics,5; 5; 5,Vehicle Dynamics; MATLAB,2; 1,Node.js; Manufacturing,1; 1,7
1KG23AT044,Automobile,4,Automotive Design; Vehicle Dynamics; Engine Systems,4; 5; 4,Powertrain; Thermodynamics; SolidWorks; CAD,2; 2; 2; 3,React; Organic Chemistry; AI; C++,1; 0; 2; 1,11
1KG23AT045,Automobile,1,SolidWorks; MATLAB; Engine Systems; Automotive Design,3; 4; 3; 4,Thermodynamics; CAD; Powertrain; Vehicle Dynamics,3; 1; 2; 2,Process Control; Reaction Engineering,2; 1,10
1KG23AT046,Automobile,2,Vehicle Dynamics; Automotive Design; Engine Systems; CAD,3; 4; 3; 4,Powertrain; Thermodynamics,3; 2,Reaction Engineering; MATLAB; Structural Analysis; Soil Mechanics,0; 0; 0; 0,10
1KG23AT047,Automobile,3,CAD; Powertrain,4; 3,MATLAB; Automotive Design; SolidWorks; Vehicle Dynamics,1; 1; 3; 3,Surveying; Manufacturing; Process Control,0; 1; 2,9
1KG23AT048,Automobile,4,Powertrain; CAD; Automotive Design; Vehicle Dynamics,5; 3; 3; 4,Engine Systems; Thermodynamics; MATLAB; SolidWorks,2; 1; 1; 3,PyTorch; TensorFlow; Separation Processes,0; 1; 0,11
1KG23AT049,Automobile,1,Engine Systems; Vehicle Dynamics; Thermodynamics; CAD,3; 3; 5; 5,SolidWorks; Powertrain; Automotive Design,1; 1; 1,Excel; PyTorch; Python,2; 1; 2,10
1KG23AT050,Automobile,2,Automotive Design; Powertrain; CAD; Engine Systems,5; 5; 5; 4,MATLAB; Thermodynamics,3; 3,Separation Processes; Process Control; Organic Chemistry; Soil Mechanics,2; 0; 1; 1,10
1KG23AT051,Automobile,3,Automotive Design; Engine Systems,3; 4,Thermodynamics; Powertrain; CAD; SolidWorks,1; 2; 3; 2,Revit; AutoCAD; Organic Chemistry,1; 1; 0,9
1KG23AT052,Automobile,4,Powertrain; MATLAB; CAD,5; 4; 4,Thermodynamics; Automotive Design,3; 1,GIS; Python; C++,2; 2; 2,8
1KG23AT053,Automobile,1,Engine Systems; CAD; Automotive Design,4; 3; 3,MATLAB; Thermodynamics; SolidWorks,2; 2; 1,TensorFlow; Node.js; Structural Analysis,1; 0; 1,9
1KG23AT054,Automobile,2,Vehicle Dynamics; Powertrain; Automotive Design; Engine Systems,4; 3; 3; 4,SolidWorks; MATLAB; Thermodynamics,2; 2; 1,HTML; Pandas; React,2; 1; 2,10
1KG23AT055,Automobile,3,Engine Systems; Powertrain; CAD; Vehicle Dynamics,4; 4; 3; 4,Thermodynamics; MATLAB; Automotive Design; SolidWorks,2; 1; 1; 3,Excel; CSS; Java,1; 1; 1,11
1KG23AT056,Automobile,4,Vehicle Dynamics; Thermodynamics; Automotive Design; Engine Systems; CAD; Powertrain; MATLAB,3; 5; 5; 5; 4; 3; 4,SolidWorks,3,Surveying; Docker,1; 0,10
1KG23AT057,Automobile,1,SolidWorks; CAD; Vehicle Dynamics,5; 3; 4,Automotive Design; Powertrain; Thermodynamics; MATLAB,3; 3; 3; 3,Engine Systems; Manufacturing; CSS; GIS,2; 2; 1; 0,11
1KG23AT058,Automobile,2,Automotive Design; CAD; Engine Systems,5; 5; 3,Thermodynamics; MATLAB,1; 3,Data Visualization; Finite Element Analysis,0; 0,7
1KG23AT059,Automobile,3,Thermodynamics; Automotive Design; Vehicle Dynamics,3; 4; 4,Powertrain; MATLAB; CAD,2; 3; 3,Pandas; Finite Element Analysis; Reaction Engineering,0; 2; 0,9
1KG23AT060,Automobile,4,Engine Systems; Vehicle Dynamics; SolidWorks; Powertrain,4; 4; 5; 3,Thermodynamics; Automotive Design; MATLAB; CAD,2; 3; 1; 2,PyTorch; Process Control; Separation Processes,1; 1; 0,11
1KG23AT061,Automobile,1,CAD; Automotive Design; Vehicle Dynamics; Powertrain; MATLAB; Thermodynamics; Engine Systems,4; 5; 5; 3; 4; 5; 5,SolidWorks,1,Process Control; Java; Git; TensorFlow,1; 2; 0; 1,12
1KG23AT062,Automobile,2,Vehicle Dynamics; Automotive Design; CAD; Engine Systems,5; 5; 5; 5,Powertrain; MATLAB; SolidWorks; Thermodynamics,3; 3; 2; 1,Separation Processes; Project Management,0; 0,10
1KG23AT063,Automobile,3,Powertrain; Automotive Design,5; 3,Vehicle Dynamics; CAD,2; 1,AutoCAD; Soil Mechanics,0; 0,6
1KG23AT064,Automobile,4,MATLAB; CAD; Automotive Design,3; 5; 4,Vehicle Dynamics; SolidWorks; Thermodynamics,2; 2; 2,Scikit-learn; Deep Learning; React; Process Control,1; 2; 0; 0,10
1KG23AT065,Automobile,1,Engine Systems; Vehicle Dynamics,3; 4,SolidWorks; MATLAB; Thermodynamics,2; 1; 3,CSS; Python; Manufacturing; Deep Learning,2; 1; 2; 1,9
1KG23AT066,Automobile,2,Engine Systems; Vehicle Dynamics; Powertrain; Automotive Design,3; 5; 4; 3,Thermodynamics; CAD,1; 3,HTML; Separation Processes; Deep Learning; C++,1; 1; 2; 1,10
1KG23AT067,Automobile,3,CAD; Engine Systems,5; 5,Powertrain; Automotive Design; Thermodynamics; MATLAB,3; 1; 3; 2,Separation Processes; Concrete Design; Vehicle Dynamics,1; 1; 0,9
1KG23AT068,Automobile,4,MATLAB; SolidWorks; Powertrain; Vehicle Dynamics; Automotive Design; Engine Systems,4; 3; 4; 5; 5; 5,Thermodynamics; CAD,2; 3,Finite Element Analysis; Concrete Design,1; 2,10
1KG23AT069,Automobile,1,Automotive Design; Engine Systems; CAD,3; 3; 3,MATLAB; SolidWorks; Powertrain; Thermodynamics,3; 2; 1; 2,GIS; Web Development; 3D Design,0; 0; 1,10
1KG23AT070,Automobile,2,Powertrain; CAD,4; 3,Vehicle Dynamics; Thermodynamics,3; 1,Java; Python,2; 0,6
1KG23AT071,Automobile,3,Vehicle Dynamics; Engine Systems,4; 3,Thermodynamics; CAD; SolidWorks,3; 3; 1,SQL; Powertrain; Revit,1; 2; 0,8
1KG23AT072,Automobile,4,Thermodynamics; CAD; Vehicle Dynamics; MATLAB,5; 4; 4; 5,SolidWorks; Automotive Design; Powertrain,2; 3; 3,Machine Learning; Engine Systems; TensorFlow; Reaction Engineering,2; 2; 1; 1,11
1KG23AT073,Automobile,1,SolidWorks; Powertrain; Engine Systems,5; 5; 3,CAD; Vehicle Dynamics,1; 1,Reaction Engineering; Web Development; Finite Element Analysis; Separation Processes,1; 0; 1; 1,9
1KG23AT074,Automobile,2,Automotive Design; CAD; Vehicle Dynamics; Powertrain; Engine Systems,3; 3; 4; 3; 5,Thermodynamics; SolidWorks; MATLAB,1; 3; 2,TensorFlow; C++,2; 0,10
1KG23AT075,Automobile,3,MATLAB; Automotive Design; SolidWorks; CAD,5; 5; 4; 5,Thermodynamics; Powertrain; Engine Systems,1; 2; 2,Databases; GIS; Node.js; Scikit-learn,2; 1; 0; 0,11
1KG23AT076,Automobile,4,Automotive Design; CAD; Engine Systems; Vehicle Dynamics,3; 4; 5; 5,Powertrain; MATLAB; SolidWorks,2; 1; 2,Statistics; Concrete Design,1; 1,9
1KG23AT077,Automobile,1,CAD; Vehicle Dynamics; SolidWorks; Thermodynamics; Automotive Design,4; 4; 4; 3; 3,Engine Systems; MATLAB; Powertrain,1; 1; 3,React; CSS,1; 2,10
1KG23AT078,Automobile,2,Powertrain; Thermodynamics; Automotive Design; Engine Systems; Vehicle Dynamics; MATLAB,3; 5; 4; 3; 5; 3,SolidWorks; CAD,3; 2,Web Development; AI; PyTorch; NumPy,0; 0; 1; 2,12
1KG23AT079,Automobile,3,Automotive Design; CAD; Engine Systems; Powertrain,3; 4; 3; 4,Vehicle Dynamics; Thermodynamics,3; 1,Python; AutoCAD; Excel,0; 1; 2,9
1KG23AT080,Automobile,4,Automotive Design; SolidWorks; Engine Systems,3; 5; 5,MATLAB; CAD; Powertrain; Thermodynamics,3; 1; 3; 2,CSS; PyTorch; Vehicle Dynamics; Scikit-learn,0; 2; 1; 0,11
1KG23AT081,Automobile,1,CAD; Powertrain; Vehicle Dynamics; Engine Systems,4; 5; 4; 4,MATLAB; Thermodynamics,3; 1,Statistics; Git; Soil Mechanics,1; 1; 0,9
1KG23AT082,Automobile,2,Powertrain; SolidWorks; Automotive Design; Engine Systems,4; 4; 4; 3,Thermodynamics; CAD,3; 1,Surveying; React; Project Management; PyTorch,0; 0; 0; 1,10
1KG23AT083,Automobile,3,CAD; Vehicle Dynamics; Automotive Design; Powertrain,5; 3; 3; 3,Thermodynamics; SolidWorks; MATLAB; Engine Systems,2; 3; 3; 1,NumPy; SQL; TensorFlow; Pandas,2; 2; 0; 2,12
1KG23AT084,Automobile,4,Vehicle Dynamics; Thermodynamics; CAD; SolidWorks,5; 3; 5; 3,Engine Systems; MATLAB; Powertrain; Automotive Design,3; 3; 2; 2,Statistics; React; CSS,2; 2; 1,11
1KG23AT085,Automobile,1,CAD; Engine Systems,5; 5,SolidWorks; MATLAB; Automotive Design; Vehicle Dynamics,2; 2; 2; 1,Concrete Design; Deep Learning,1; 2,8
1KG23AT086,Automobile,2,Engine Systems; Vehicle Dynamics; CAD; Powertrain,4; 4; 3; 3,MATLAB; Thermodynamics; Automotive Design,1; 3; 2,Finite Element Analysis; Deep Learning,2; 2,9
1KG23AT087,Automobile,3,CAD; MATLAB; Powertrain; Vehicle Dynamics,4; 3; 4; 5,Thermodynamics; Automotive Design; Engine Systems,2; 2; 1,SQL; PyTorch; Web Development; Python,1; 0; 0; 1,11
1KG23AT088,Automobile,4,Vehicle Dynamics; CAD; MATLAB,4; 3; 5,Powertrain; Automotive Design; SolidWorks,3; 3; 3,HTML; Concrete Design,1; 0,8
1KG23AT089,Automobile,1,Vehicle Dynamics; CAD; Engine Systems; Automotive Design,4; 4; 3; 4,Thermodynamics; SolidWorks,1; 1,Machine Learning; CSS; Manufacturing; Node.js,1; 0; 1; 2,10
1KG23AT090,Automobile,2,Vehicle Dynamics; Engine Systems; Powertrain; SolidWorks,5; 4; 4; 5,Automotive Design; Thermodynamics; CAD; MATLAB,3; 2; 2; 3,Java; 3D Design; Python,1; 0; 0,11
1KG23AT091,Automobile,3,Automotive Design; Thermodynamics; CAD; MATLAB,4; 4; 5; 3,Powertrain; SolidWorks; Vehicle Dynamics,2; 2; 3,Soil Mechanics; Separation Processes; Scikit-learn,1; 2; 0,10
1KG23AT092,Automobile,4,Vehicle Dynamics; Engine Systems; CAD; Powertrain; Automotive Design,3; 4; 4; 5; 3,Thermodynamics; SolidWorks; MATLAB,2; 2; 1,Project Management; 3D Design; Deep Learning; SQL,2; 2; 1; 0,12
1KG23AT093,Automobile,1,Vehicle Dynamics; Automotive Design,4; 5,MATLAB; Thermodynamics,3; 1,CSS; React; Process Control,2; 1; 2,7
1KG23AT094,Automobile,2,Engine Systems; Automotive Design; CAD,3; 3; 3,Thermodynamics; SolidWorks; Vehicle Dynamics; MATLAB,1; 2; 2; 1,Databases; Concrete Design,1; 2,9
1KG23AT095,Automobile,3,Automotive Design; Powertrain,3; 3,SolidWorks; CAD,1; 1,Python; 3D Design; SQL; Machine Learning,2; 2; 1; 0,8
1KG23AT096,Automobile,4,Automotive Design; Powertrain; CAD; Vehicle Dynamics,4; 5; 5; 4,MATLAB; SolidWorks; Engine Systems,1; 2; 3,Surveying; NumPy; Docker,2; 0; 1,10
1KG23AT097,Automobile,1,Powertrain; SolidWorks; Automotive Design; MATLAB,4; 3; 4; 4,Vehicle Dynamics; CAD; Engine Systems,2; 1; 3,Finite Element Analysis; 3D Design,0; 0,9
1KG23AT098,Automobile,2,Vehicle Dynamics; CAD; Powertrain; Engine Systems; Thermodynamics; Automotive Design,4; 4; 4; 5; 4; 3,MATLAB; SolidWorks,1; 2,Deep Learning; AutoCAD; Data Visualization; 3D Design,1; 1; 2; 0,12
1KG23AT099,Automobile,3,Thermodynamics; CAD; MATLAB; Automotive Design; Powertrain; Vehicle Dynamics,3; 3; 4; 3; 3; 4,Engine Systems; SolidWorks,1; 3,Web Development; Reaction Engineering; Node.js; NumPy,0; 1; 1; 2,12
1KG23AT100,Automobile,4,MATLAB; Powertrain; Engine Systems; Automotive Design; CAD,5; 5; 4; 5; 5,SolidWorks; Thermodynamics; Vehicle Dynamics,2; 3; 3,Project Management; Docker,2; 1,10
1KG23CH001,Chemical,1,Reaction Engineering; Organic Chemistry,3; 3,Separation Processes; MATLAB; Project Management,1; 3; 2,Finite Element Analysis; Structural Analysis; Git,1; 2; 0,8
1KG23CH002,Chemical,2,MATLAB; Reaction Engineering; Separation Processes,3; 4; 4,Process Control; Project Management; Excel,2; 3; 3,Soil Mechanics; AI; Powertrain; React,0; 2; 0; 1,10
1KG23CH003,Chemical,3,Reaction Engineering; Separation Processes,4; 5,MATLAB; Excel; Organic Chemistry; Project Management,1; 1; 1; 1,Machine Learning; Pandas,0; 0,8
1KG23CH004,Chemical,4,Process Control; Separation Processes,3; 5,Reaction Engineering; MATLAB; Excel,2; 3; 1,3D Design; Revit,1; 1,7
1KG23CH005,Chemical,1,Separation Processes; Process Control; Reaction Engineering; Project Management; Organic Chemistry,5; 3; 4; 5; 4,MATLAB; Excel,3; 2,TensorFlow; Deep Learning; Concrete Design; Java,1; 2; 1; 2,11
1KG23CH006,Chemical,2,Reaction Engineering; Process Control; Organic Chemistry,3; 4; 4,Project Management; Separation Processes; MATLAB; Excel,1; 2; 2; 3,Pandas; Scikit-learn,0; 2,9
1KG23CH007,Chemical,3,Organic Chemistry; Project Management; Excel; Separation Processes; Process Control,5; 4; 5; 5; 4,Reaction Engineering; MATLAB,3; 3,Finite Element Analysis; Engine Systems; Java; Concrete Design,2; 2; 0; 2,11
1KG23CH008,Chemical,4,Process Control; MATLAB; Reaction Engineering; Separation Processes; Organic Chemistry,4; 3; 5; 4; 3,Project Management; Excel,3; 2,Manufacturing; Git; Java; 3D Design,0; 2; 1; 1,11
1KG23CH009,Chemical,1,Reaction Engineering; MATLAB; Process Control; Organic Chemistry; Separation Processes,5; 3; 5; 5; 4,Project Management; Excel,2; 3,SQL; Vehicle Dynamics; Python,2; 2; 0,10
1KG23CH010,Chemical,2,Reaction Engineering; Process Control; Organic Chemistry; Separation Processes,5; 5; 3; 3,Project Management; Excel,2; 1,Automotive Design; NumPy; Deep Learning; SQL,1; 0; 1; 2,10
1KG23CH011,Chemical,3,Process Control; Excel; Organic Chemistry; Separation Processes,3; 3; 4; 4,Project Management; MATLAB; Reaction Engineering,2; 2; 3,TensorFlow; 3D Design; Surveying,2; 2; 0,10
1KG23CH012,Chemical,4,Separation Processes; Process Control; MATLAB,4; 5; 5,Organic Chemistry; Excel; Project Management,1; 3; 1,SolidWorks; Surveying; C++,0; 0; 2,9
1KG23CH013,Chemical,1,Separation Processes; Organic Chemistry; Process Control; Reaction Engineering; Excel,4; 5; 3; 5; 4,Project Management; MATLAB,2; 2,Finite Element Analysis; Deep Learning; TensorFlow,1; 0; 1,10
1KG23CH014,Chemical,2,Separation Processes; Organic Chemistry; Process Control; Project Management; Reaction Engineering,4; 5; 4; 5; 4,MATLAB; Excel,1; 1,Finite Element Analysis; PyTorch; Statistics; Scikit-learn,2; 1; 2; 0,11
1KG23CH015,Chemical,3,Project Management; MATLAB; Organic Chemistry; Separation Processes,3; 3; 4; 3,Process Control; Excel; Reaction Engineering,2; 1; 3,Soil Mechanics; Deep Learning,1; 1,9
1KG23CH016,Chemical,4,Excel; MATLAB; Organic Chemistry; Process Control,3; 4; 3; 4,Separation Processes; Project Management,3; 1,Revit; Surveying; Databases,0; 1; 0,9
1KG23CH017,Chemical,1,Separation Processes; Organic Chemistry; Reaction Engineering; Project Management; Excel,4; 4; 5; 5; 5,Process Control; MATLAB,1; 2,Vehicle Dynamics; Docker; Node.js,2; 2; 1,10
1KG23CH018,Chemical,2,Process Control; Organic Chemistry,3; 4,Separation Processes; Excel; Project Management,3; 1; 2,Scikit-learn; NumPy,1; 2,7
1KG23CH019,Chemical,3,Reaction Engineering; Process Control; Organic Chemistry,4; 3; 4,Separation Processes; Excel; Project Management; MATLAB,1; 2; 1; 3,Revit; Python; Node.js; CSS,2; 2; 1; 1,11
1KG23CH020,Chemical,4,Organic Chemistry; Reaction Engineering,5; 4,Project Management; Excel; MATLAB; Separation Processes,3; 2; 1; 1,3D Design; Java; Machine Learning,0; 0; 1,9
1KG23CH021,Chemical,1,Process Control; Separation Processes; Reaction Engineering; Organic Chemistry,4; 4; 4; 3,MATLAB; Excel; Project Management,2; 2; 3,Concrete Design; AutoCAD; Scikit-learn,0; 1; 1,10
1KG23CH022,Chemical,2,Organic Chemistry; Reaction Engineering; Process Control,4; 5; 3,MATLAB; Separation Processes; Excel; Project Management,3; 1; 1; 3,CSS; Statistics,1; 1,9
1KG23CH023,Chemical,3,Organic Chemistry; Separation Processes; Reaction Engineering,3; 3; 5,Project Management; Process Control; MATLAB; Excel,3; 3; 2; 2,Concrete Design; Deep Learning; C++,2; 2; 2,10
1KG23CH024,Chemical,4,Separation Processes; Project Management; Process Control,5; 5; 5,Reaction Engineering; Organic Chemistry,3; 2,Web Development; C++,2; 2,7
1KG23CH025,Chemical,1,Project Management; Reaction Engineering; Separation Processes,5; 4; 4,MATLAB; Organic Chemistry,1; 2,GIS; C++; Statistics; Powertrain,2; 1; 0; 0,9
1KG23CH026,Chemical,2,Reaction Engineering; Process Control,5; 4,MATLAB; Organic Chemistry; Excel; Project Management,3; 3; 2; 3,Python; AutoCAD; Node.js,1; 1; 1,9
1KG23CH027,Chemical,3,Separation Processes; Excel; Organic Chemistry; Process Control; MATLAB,4; 4; 3; 5; 5,Project Management; Reaction Engineering,1; 1,3D Design; Java; HTML; NumPy,1; 1; 2; 1,11
1KG23CH028,Chemical,4,Organic Chemistry; Project Management; Reaction Engineering,4; 3; 4,MATLAB; Separation Processes; Process Control; Excel,2; 3; 1; 1,SolidWorks; SQL; Powertrain,1; 0; 0,10
1KG23CH029,Chemical,1,Separation Processes; Process Control; Reaction Engineering; Organic Chemistry; Excel,5; 3; 5; 5; 5,MATLAB; Project Management,1; 2,Python; NumPy; Surveying,0; 0; 1,10
1KG23CH030,Chemical,2,Project Management; Process Control; Organic Chemistry; Reaction Engineering,4; 5; 5; 4,Excel; Separation Processes; MATLAB,3; 1; 1,Docker; Machine Learning; Pandas; Powertrain,2; 1; 0; 1,11
1KG23CH031,Chemical,3,Separation Processes; Reaction Engineering; Organic Chemistry; Process Control; Excel; MATLAB,4; 5; 3; 3; 4; 5,Project Management,1,AI; Concrete Design; SolidWorks,2; 1; 1,10
1KG23CH032,Chemical,4,Process Control; Separation Processes; Excel,5; 4; 3,MATLAB; Project Management,1; 1,Engine Systems; Reaction Engineering; CSS; Surveying,1; 0; 1; 1,9
1KG23CH033,Chemical,1,Organic Chemistry; Separation Processes; Reaction Engineering; Process Control,5; 3; 4; 4,MATLAB; Excel; Project Management,1; 1; 1,Git; SQL; Manufacturing,1; 1; 2,10
